0.06,0.004,0.0165,0.00891885532472835,L-bulb
0.06,0.005,0.0175,0.00891885532472835,L-bulb
0.06,0.006,0.0185,0.00891885532472835,L-bulb
0.08,0.005,0.019,0.0101055937192544,L-bulb
0.08,0.006,0.02,0.0101055937192544,L-bulb
0.08,0.007,0.021,0.0101055937192544,L-bulb
0.1,0.006,0.021500000000000002,0.011292173882011501,L-bulb
0.1,0.007,0.0225,0.011292173882011501,L-bulb
0.1,0.008,0.0235,0.011292173882011501,L-bulb
0.12,0.006,0.023,0.0124786376978797,L-bulb
0.12,0.007,0.024,0.0124786376978797,L-bulb
0.12,0.008,0.025,0.0124786376978797,L-bulb
0.14,0.007,0.026000000000000002,0.0138185853243061,L-bulb
0.14,0.008,0.027,0.0138185853243061,L-bulb
0.14,0.009000000000000001,0.028,0.0138185853243061,L-bulb
0.16,0.007,0.029,0.0154637879345104,L-bulb
0.16,0.008,0.03,0.0154637879345104,L-bulb
0.16,0.009000000000000001,0.031,0.0154637879345104,L-bulb
0.18,0.008,0.033,0.0178377106494567,L-bulb
0.18,0.009000000000000001,0.034,0.0178377106494567,L-bulb
0.18,0.01,0.035,0.0178377106494567,L-bulb
0.2,0.009000000000000001,0.037,0.0202111874385088,L-bulb
0.2,0.01,0.038,0.0202111874385088,L-bulb
0.2,0.0115,0.0395,0.0202111874385088,L-bulb
0.2,0.012,0.04,0.0202111874385088,L-bulb
0.22,0.01,0.041,0.022584347764023002,L-bulb
0.22,0.0115,0.0425,0.022584347764023002,L-bulb
0.22,0.012,0.043000000000000003,0.022584347764023002,L-bulb
0.24,0.01,0.044,0.0249572753957595,L-bulb
0.24,0.011,0.045,0.0249572753957595,L-bulb
0.24,0.012,0.046,0.0249572753957595,L-bulb
0.26,0.01,0.047,0.0273300269349072,L-bulb
0.26,0.011,0.048,0.0273300269349072,L-bulb
0.26,0.012,0.049,0.0273300269349072,L-bulb
0.28,0.011,0.051000000000000004,0.029702642002298798,L-bulb
0.28,0.012,0.052000000000000005,0.029702642002298798,L-bulb
0.3,0.011,0.054,0.032075149161790203,L-bulb
0.3,0.012,0.055,0.032075149161790203,L-bulb
0.3,0.013000000000000001,0.056,0.032075149161790203,L-bulb
0.32,0.012,0.058,0.034447569525796605,L-bulb
0.32,0.013000000000000001,0.059000000000000004,0.034447569525796605,L-bulb
0.34,0.012,0.061,0.0368199190363458,L-bulb
0.34,0.014,0.063,0.0368199190363458,L-bulb
0.37,0.013000000000000001,0.0665,0.0403783365253477,L-bulb
0.37,0.015,0.0685,0.0403783365253477,L-bulb
0.4,0.014,0.07200000000000001,0.043936652392270605,L-bulb
0.4,0.016,0.074,0.043936652392270605,L-bulb
0.43,0.014,0.0765,0.0474948885874836,L-bulb
0.43,0.015,0.0775,0.0474948885874836,L-bulb
0.43,0.017,0.0795,0.0474948885874836,L-bulb
0.06,0.004,0.014,0.00885278948414255,L-bulb
0.06,0.005,0.015,0.00885278948414255,L-bulb
0.06,0.006,0.016,0.00885278948414255,L-bulb
0.08,0.0045000000000000005,0.0155,0.0091726794313341,L-bulb
0.08,0.0055,0.0165,0.0091726794313341,L-bulb
0.08,0.006500000000000001,0.0175,0.0091726794313341,L-bulb
0.1,0.005,0.017,0.009487366909759522,L-bulb
0.1,0.006,0.018000000000000002,0.009487366909759522,L-bulb
0.1,0.007,0.019,0.009487366909759522,L-bulb
0.12,0.0055,0.0185,0.0112268322560604,L-bulb
0.12,0.006500000000000001,0.0195,0.0112268322560604,L-bulb
0.12,0.0075,0.0205,0.0112268322560604,L-bulb
0.14,0.006,0.02,0.0115449856649138,L-bulb
0.14,0.007,0.021,0.0115449856649138,L-bulb
0.14,0.008,0.022,0.0115449856649138,L-bulb
0.16,0.007,0.023,0.013600049636298999,L-bulb
0.16,0.008,0.024,0.013600049636298999,L-bulb
0.16,0.009000000000000001,0.025,0.013600049636298999,L-bulb
0.18,0.008,0.026000000000000002,0.0156534104185048,L-bulb
0.18,0.009000000000000001,0.027,0.0156534104185048,L-bulb
0.18,0.01,0.028,0.0156534104185048,L-bulb
0.2,0.009000000000000001,0.029,0.0177055789682851,L-bulb
0.2,0.01,0.03,0.0177055789682851,L-bulb
0.2,0.011,0.031,0.0177055789682851,L-bulb
0.22,0.01,0.032,0.0197568804399377,L-bulb
0.22,0.011,0.033,0.0197568804399377,L-bulb
0.22,0.012,0.034,0.0197568804399377,L-bulb
0.24,0.011,0.035,0.021807531602994503,L-bulb
0.24,0.012,0.036000000000000004,0.021807531602994503,L-bulb
0.24,0.013000000000000001,0.037,0.021807531602994503,L-bulb
0.26,0.012,0.038,0.0238576825286699,L-bulb
0.26,0.013000000000000001,0.039,0.0238576825286699,L-bulb
0.26,0.014,0.04,0.0238576825286699,L-bulb
0.28,0.013000000000000001,0.041,0.0259074404106886,L-bulb
0.28,0.014,0.042,0.0259074404106886,L-bulb
0.28,0.015,0.043000000000000003,0.0259074404106886,L-bulb
0.3,0.014,0.044,0.027956883857781802,L-bulb
0.3,0.015,0.045,0.027956883857781802,L-bulb
0.3,0.016,0.046,0.027956883857781802,L-bulb
0.127,0.008400000000000001,0.0292,0.015659603112705502,L-bulb
0.152,0.008400000000000001,0.0292,0.015659603112705502,L-bulb
0.178,0.0097,0.0339,0.0184124780523419,L-bulb
0.203,0.010199999999999999,0.0381,0.020973874045642302,L-bulb
0.229,0.0109,0.042100000000000005,0.0235479262840758,L-bulb
0.254,0.0114,0.046,0.026294047490189498,L-bulb
0.279,0.012199999999999999,0.0503,0.0288063238090751,L-bulb
0.305,0.0127,0.0543,0.0314173748384754,L-bulb
0.343,0.0137,0.0603,0.0355052640439975,L-bulb
0.381,0.0147,0.0665,0.0396333231433976,L-bulb
0.432,0.016,0.07490000000000001,0.044723509044620004,L-bulb
0.25,0.012,0.096,0.023682969268159,L-bulb
0.25,0.013000000000000001,0.097,0.023682969268159,L-bulb
0.25,0.014,0.098,0.023682969268159,L-bulb
0.25,0.015,0.099,0.023682969268159,L-bulb
0.25,0.016,0.1,0.023682969268159,L-bulb
0.3,0.012,0.096,0.023682969268159,L-bulb
0.3,0.013000000000000001,0.097,0.023682969268159,L-bulb
0.3,0.014,0.098,0.023682969268159,L-bulb
0.3,0.015,0.099,0.023682969268159,L-bulb
0.3,0.016,0.1,0.023682969268159,L-bulb
